,index,title,price,deal,location,shop,url,profit,tmall,mall,brand,pricelevel,province,city
3487,3557.0,Revlon/露华浓丽采口红唇膏保湿滋润持久不脱色225豆沙色哑光正品,59.0,583.0,香港 新界,realls海外专营店,//detail.tmall.com/item.htm?id=551259846679&ns=1&abbucket=13,34397.0,天猫,商家,其他,40-60,香港, 新界
3490,3560.0,卡姿兰液体口红持久保湿不脱色学生款可爱咬唇妆唇彩唇釉套盒小样,79.0,71.0,安徽 芜湖,芜湖美姿化妆品专营,//detail.tmall.com/item.htm?id=556445207068&ns=1&abbucket=13,5609.0,天猫,商家,其他,60-80,安徽, 芜湖
3493,3563.0,NYX Lip Lingerie哑光唇釉口红液体唇彩#17 seduction唇膏,68.0,180.0,香港 九龙,ny纽约海外专营店,//detail.tmall.com/item.htm?id=560993219824&ns=1&abbucket=13,12240.0,天猫,商家,其他,60-80,香港, 九龙
3498,3569.0,新款Dior迪奥全新魅惑唇膏瘾诱超模口红976/536 魅惑银管,229.0,40.0,香港 九龙,梓薇国际海外专营店,//detail.tmall.com/item.htm?id=536335480745&ns=1&abbucket=13,9160.0,天猫,商家,Dior/迪奥,220-240,香港, 九龙
3508,3579.0,【直营】Chanel 香奈儿可可小姐唇膏口红3.5g,279.0,70.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=551471517273&ns=1&abbucket=13,19530.0,天猫,商家,Chanel/香奈儿,260-280,浙江, 杭州
3512,3583.0,Karen Murrell口红礼盒套装km口红持久保湿3支装孕妇可用口红,199.0,191.0,新西兰,unichem海外旗舰店,//detail.tmall.com/item.htm?id=551367851995&ns=1&abbucket=13,38009.0,天猫,商家,其他,180-200,新西兰,新西兰
3515,3586.0,卡姿兰口红流光水彩唇膏持久防水保湿不易沾杯脱色咬唇妆官方正品,89.0,148.0,江苏 南京,卡姿兰恋尚专卖店,//detail.tmall.com/item.htm?id=42588830263&ns=1&abbucket=13,13172.0,天猫,商家,其他,80-100,江苏, 南京
3522,3594.0,卡姿兰口红持久保湿不脱色韩国防水学生款抖音韩国唇彩咬唇液正品,99.0,179.0,安徽 芜湖,卡姿兰美诗专卖店,//detail.tmall.com/item.htm?id=547652161751&ns=1&abbucket=13,17721.0,天猫,商家,其他,80-100,安徽, 芜湖
3524,3596.0,倩盼口红持久保湿不脱色韩国防水不沾杯抖音学生款小样套装星空唇,29.0,1221.0,北京,倩盼化妆品旗舰店,//detail.tmall.com/item.htm?id=558263198865&ns=1&abbucket=13,35409.0,天猫,商家,其他,20-40,北京,北京
3526,3598.0,兰瑟唇釉不脱色持久保湿韩国防水 染唇液咬唇唇彩唇蜜口红不掉色,71.0,912.0,江苏 南京,lansur兰瑟隽穆专卖店,//detail.tmall.com/item.htm?id=557349250843&ns=1&abbucket=13,64752.0,天猫,商家,其他,60-80,江苏, 南京
3530,3602.0,正品Tom Ford/汤姆福特限量mini迷你保湿唇膏黑管TF口红2g 35#64,189.0,212.0,香港 新界,美丽聚海外专营店,//detail.tmall.com/item.htm?id=561206949301&ns=1&abbucket=13,40068.0,天猫,商家,Ford/福特,180-200,香港, 新界
3536,3608.0,美宝莲哑光口红mnu09唇膏保湿滋润补水豆沙姨妈色官方旗舰店正品,93.0,185.0,上海,博尼达化妆品专营店,//detail.tmall.com/item.htm?id=543930812955&ns=1&abbucket=13,17205.0,天猫,商家,Maybelline/美宝莲,80-100,上海,上海
3537,3609.0,玛丽黛佳口红原色印象唇膏滋润持久保湿防水不脱色橘色旗舰店正品,79.2,248.0,浙江 温州,妍姿化妆品专营店,//detail.tmall.com/item.htm?id=43225790616&ns=1&abbucket=13,19641.600000000002,天猫,商家,其他,60-80,浙江, 温州
3538,3610.0,美宝莲口红好气色轻唇膏保湿持久不易脱色滋润补水官方旗舰店正品,62.9,141.0,上海,美宝莲悦宁专卖店,//detail.tmall.com/item.htm?id=532647860455&ns=1&abbucket=13,8868.9,天猫,商家,Maybelline/美宝莲,60-80,上海,上海
3539,3611.0,【3支装】口红持久保湿不脱色防水唇膏韩式学生款可爱正品豆沙色,19.9,1668.0,广东 深圳,卡奈姿旗舰店,//detail.tmall.com/item.htm?id=562848893589&ns=1&abbucket=13,33193.2,天猫,商家,其他,0-20,广东, 深圳
3542,3615.0,新品ETUDE HOUSE伊蒂之屋甜蜜之恋晶莹炫彩唇膏口红滋润春日画家,98.0,131.0,浙江 嘉兴,etudehouse伊蒂之屋旗舰店,//detail.tmall.com/item.htm?id=566053266935&ns=1&abbucket=13,12838.0,天猫,商家,其他,80-100,浙江, 嘉兴
3543,3616.0,御泥坊马卡龙变色润唇膏保湿滋润补水水润干裂嘴唇诱惑变色口红,39.0,1357.0,湖南 长沙,御泥坊旗舰店,//detail.tmall.com/item.htm?id=561870429095&ns=1&abbucket=13,52923.0,天猫,商家,其他,20-40,湖南, 长沙
