,index,title,price,deal,location,shop,url,profit,tmall,mall,brand,pricelevel,province,city
795,835.0,sisley希思黎 植物莹亮唇膏口红质地柔滑 滋润保湿水果色,330.0,31.0,上海,sisley希思黎官方旗舰店,//detail.tmall.com/item.htm?id=537086862517&ns=1&abbucket=13,10230.0,天猫,商家,其他,320-340,上海,上海
804,844.0,香奈儿炫亮魅力哑光丝绒持久保湿滋润唇膏口红咬唇妆42/99/43/46,249.0,681.0,浙江 杭州,小也官方旗舰店,//detail.tmall.com/item.htm?id=39843622100&ns=1&abbucket=13,169569.0,天猫,商家,Chanel/香奈儿,240-260,浙江, 杭州
811,851.0,持久保湿不脱色防水不沾杯南瓜西柚豆沙色雾面咬唇妆学生抖音口红,29.9,132.0,广东 汕头,冰之恋化妆品旗舰店,//detail.tmall.com/item.htm?id=567617911261&ns=1&abbucket=13,3946.7999999999997,天猫,商家,其他,20-40,广东, 汕头
817,857.0,Revlon/露华浓口红黑管豆沙色225丽彩唇膏持久保湿滋润325正品,59.0,5135.0,香港 香港岛,保利屋海外专营店,//detail.tmall.com/item.htm?id=45017045516&ns=1&abbucket=13,302965.0,天猫,商家,其他,40-60,香港, 香港岛
822,862.0,希芸丝绒盈润唇膏3.5g方管口红雾面持久不易脱色保湿滋润7色,58.0,363.0,浙江 嘉兴,希芸旗舰店,//detail.tmall.com/item.htm?id=542238175787&ns=1&abbucket=13,21054.0,天猫,商家,其他,40-60,浙江, 嘉兴
831,871.0,卡姿兰口红持久保湿不脱色不沾杯星空韩国防水抖音同款正品学生款,55.0,2467.0,北京,香草物语化妆品专营,//detail.tmall.com/item.htm?id=10039364745&ns=1&abbucket=13,135685.0,天猫,商家,其他,40-60,北京,北京
835,875.0,娥佩兰口红正品玻璃唇车厘子色日本进口原料新品唇膏保湿滋润补水,90.0,1273.0,上海,娥佩兰旗舰店,//detail.tmall.com/item.htm?id=555895725919&ns=1&abbucket=13,114570.0,天猫,商家,其他,80-100,上海,上海
840,880.0,羽西灵芝生机晶透活养唇膏不易掉色口红持久不易沾杯正品保湿西柚,140.0,231.0,江苏 苏州,羽西官方旗舰店,//detail.tmall.com/item.htm?id=45762346651&ns=1&abbucket=13,32340.0,天猫,商家,其他,140-160,江苏, 苏州
849,889.0,ZFC唇情尤物 滋润保湿口红雾感唇膏礼盒12支装,299.0,53.0,广东 广州,zfc化妆品旗舰店,//detail.tmall.com/item.htm?id=547399248205&ns=1&abbucket=13,15847.0,天猫,商家,其他,280-300,广东, 广州
865,905.0,韩国HERA魅惑丰彩唇膏口红滋润保湿不易脱色人鱼色147 女神同款,240.0,54.0,江苏 苏州,hera赫妍官方旗舰店,//detail.tmall.com/item.htm?id=544279440598&ns=1&abbucket=13,12960.0,天猫,商家,其他,240-260,江苏, 苏州
874,914.0,玛丽黛佳网红口红套装小样学生唇膏持久多色口红一盒装持久正品,129.0,3030.0,江苏 苏州,玛丽黛佳旗舰店,//detail.tmall.com/item.htm?id=554762930848&ns=1&abbucket=13,390870.0,天猫,商家,其他,120-140,江苏, 苏州
876,916.0,Dior/迪奥变色唇膏滋润补水润唇蜜口红保湿不易脱色001/004,198.0,592.0,广东 深圳,千色店旗舰店,//detail.tmall.com/item.htm?id=524637081477&ns=1&abbucket=13,117216.0,天猫,商家,Dior/迪奥,180-200,广东, 深圳
884,924.0,稚优泉染色口红防水持久保湿不容易脱色豆沙枫叶珊瑚梅子不易沾杯,59.9,5234.0,上海,稚优泉化妆品旗舰店,//detail.tmall.com/item.htm?id=546591681850&ns=1&abbucket=13,313516.6,天猫,商家,Chioture/稚优泉,40-60,上海,上海
898,938.0,GUCCI 古驰 奢华滋养口红3.5g 水润保湿粗管 丝滑显色 多款可选,355.0,103.0,海外,xylife海外专营店,//detail.tmall.com/item.htm?id=557600086433&ns=1&abbucket=13,36565.0,天猫,商家,其他,340-360,海外,海外
908,948.0,Dior/迪奥全新烈艳蓝金唇膏 蓝金口红028/567/999,225.0,341.0,北京,雅思丽莎化妆品专营店,//detail.tmall.com/item.htm?id=43781780685&ns=1&abbucket=13,76725.0,天猫,商家,Dior/迪奥,220-240,北京,北京
915,955.0,颜控口红水润持久保湿不脱色不沾杯韩国学生防水人鱼姬滋润正品,39.0,6110.0,上海,colourfeel旗舰店,//detail.tmall.com/item.htm?id=540604305887&ns=1&abbucket=13,238290.0,天猫,商家,其他,20-40,上海,上海
924,964.0,【超品预售】娇兰口红亲亲系列唇膏 杨洋色#344 爱心唇膏限量,320.0,1076.0,上海,guerlain娇兰官方旗舰店,//detail.tmall.com/item.htm?id=536510937963&ns=1&abbucket=13,344320.0,天猫,商家,其他,320-340,上海,上海
927,967.0,纪梵希高定香榭丰唇膏01口红小粉皮变色唇膏保湿,320.0,486.0,上海,sephora丝芙兰官方旗舰店,//detail.tmall.com/item.htm?id=551916253943&ns=1&abbucket=13,155520.0,天猫,商家,Givenchy/纪梵希,320-340,上海,上海
936,976.0,美宝莲口红好气色轻唇膏持久保湿不易脱色滋润补水官方旗舰店正品,62.9,1678.0,上海,美宝莲欧美斯专卖店,//detail.tmall.com/item.htm?id=535395145629&ns=1&abbucket=13,105546.2,天猫,商家,Maybelline/美宝莲,60-80,上海,上海
958,999.0,Revlon/露华浓口红正品持久保湿不脱色唇膏学生225豆沙色姨妈色,59.0,2501.0,浙江 杭州,绿蜜蜂海外专营店,//detail.tmall.com/item.htm?id=550481849848&ns=1&abbucket=13,147559.0,天猫,商家,其他,40-60,浙江, 杭州
972,1013.0,卡奈姿小羊皮口红哑光持久保湿不易脱色豆沙西柚色唇膏唇彩咬唇妆,28.9,12217.0,广东 深圳,卡奈姿旗舰店,//detail.tmall.com/item.htm?id=555521815975&ns=1&abbucket=13,353071.3,天猫,商家,其他,20-40,广东, 深圳
985,1026.0,美宝莲绝色持久丝绒雾感唇釉唇膏唇彩口红滋润持久保湿M500 M400,89.0,3920.0,上海,美宝莲旗舰店,//detail.tmall.com/item.htm?id=522647007234&ns=1&abbucket=13,348880.0,天猫,商家,Maybelline/美宝莲,80-100,上海,上海
986,1027.0,欧莱雅星空口红纷泽琉金唇膏人鱼姬百搭持久保湿滋润不掉色g101,135.0,2329.0,江苏 苏州,欧莱雅彩妆旗舰店,//detail.tmall.com/item.htm?id=563480547096&ns=1&abbucket=13,314415.0,天猫,商家,其他,120-140,江苏, 苏州
987,1028.0,UKISS/悠珂思口红雨衣透明防水防汗定妆不脱色不粘杯防掉色,59.0,1639.0,上海,ukiss旗舰店,//detail.tmall.com/item.htm?id=560018898075&ns=1&abbucket=13,96701.0,天猫,商家,其他,40-60,上海,上海
988,1029.0,玛丽黛佳口红小样套装持久保湿不脱色沾杯韩国大牌旗舰店官网正品,97.0,485.0,江苏 南京,雅妆化妆品专营店,//detail.tmall.com/item.htm?id=552913517839&ns=1&abbucket=13,47045.0,天猫,商家,其他,80-100,江苏, 南京
993,1034.0,正品Tom Ford汤姆福特限量白管TF口红唇膏3g显色滋润保湿07/03#,285.0,393.0,香港 新界,美丽聚海外专营店,//detail.tmall.com/item.htm?id=548097577806&ns=1&abbucket=13,112005.0,天猫,商家,Ford/福特,280-300,香港, 新界
994,1035.0,【3支装】口红持久保湿不脱色防水唇膏韩国学生款可爱豆沙色正品,15.9,3830.0,浙江 金华,健美创研力亿专卖店,//detail.tmall.com/item.htm?id=550843962503&ns=1&abbucket=13,60897.0,天猫,商家,其他,0-20,浙江, 金华
997,1038.0,【9折包邮】梦妆口红花心丝绒唇膏笔蜡笔保湿雾面哑光11号豆沙色,80.0,4200.0,浙江 嘉兴,梦妆官方旗舰店,//detail.tmall.com/item.htm?id=540775424395&ns=1&abbucket=13,336000.0,天猫,商家,其他,80-100,浙江, 嘉兴
1000,1041.0,熙雅口红小样套装一盒不掉色持久保湿不脱色防水不沾杯正品非韩国,19.9,1096.0,湖北 武汉,scauer熙雅旗舰店,//detail.tmall.com/item.htm?id=557515325168&ns=1&abbucket=13,21810.399999999998,天猫,商家,其他,0-20,湖北, 武汉
1004,1045.0,玛丽黛佳轻雾感唇膏口红哑光持久保湿不容易脱色豆沙南瓜色正品,128.0,1040.0,江苏 苏州,玛丽黛佳旗舰店,//detail.tmall.com/item.htm?id=526917495237&ns=1&abbucket=13,133120.0,天猫,商家,其他,120-140,江苏, 苏州
1013,1054.0,【官方直售】IOPE水灵妃唇膏3.2g滋润显色口红水润保湿,200.0,43.0,江苏 苏州,iope艾诺碧官方旗舰店,//detail.tmall.com/item.htm?id=531232440816&ns=1&abbucket=13,8600.0,天猫,商家,其他,200-220,江苏, 苏州
1025,1067.0,凯芙兰口红持久保湿不易脱色豆沙色复古红哑光唇膏旗舰店官网正品,79.0,235.0,安徽 合肥,采果化妆品专营店,//detail.tmall.com/item.htm?id=551291055123&ns=1&abbucket=13,18565.0,天猫,商家,其他,60-80,安徽, 合肥
1026,1068.0,碧奥泉果冻口红持久保湿不脱色学生款可爱变色唇膏不沾杯不掉色新,32.0,3021.0,广东 广州,碧奥泉旗舰店,//detail.tmall.com/item.htm?id=534783385711&ns=1&abbucket=13,96672.0,天猫,商家,其他,20-40,广东, 广州
1034,1076.0,Dior/迪奥烈焰蓝金唇膏CD蓝金口红滋润持久999/888金属双色夹心,199.0,932.0,香港 新界,芯动力国际海外专营店,//detail.tmall.com/item.htm?id=42287345737&ns=1&abbucket=13,185468.0,天猫,商家,Dior/迪奥,180-200,香港, 新界
1035,1077.0,卡姿兰口红套装组合装多色一盒6支唇釉小样ins超火的抖音同款正品,79.0,783.0,北京,卡姿兰宏达美景专卖店,//detail.tmall.com/item.htm?id=554981392029&ns=1&abbucket=13,61857.0,天猫,商家,其他,60-80,北京,北京
1038,1080.0,Chanel/香奈儿炫亮魅力丝绒唇膏3.5g 42 43口红,225.0,156.0,北京,雅思丽莎化妆品专营店,//detail.tmall.com/item.htm?id=40467791063&ns=1&abbucket=13,35100.0,天猫,商家,Chanel/香奈儿,220-240,北京,北京
1039,1081.0,水密码口红咬唇妆持久保湿不脱色防水不沾杯豆沙色滋润唇膏正品女,69.0,139.0,浙江 杭州,水密码如若专卖店,//detail.tmall.com/item.htm?id=564033335346&ns=1&abbucket=13,9591.0,天猫,商家,其他,60-80,浙江, 杭州
1045,1087.0,仙宝丽正品专柜黄金水果红胡萝卜素健康口红3.6g变色唇膏化妆品,147.0,653.0,上海,美涵化妆品专营店,//detail.tmall.com/item.htm?id=40820976916&ns=1&abbucket=13,95991.0,天猫,商家,其他,140-160,上海,上海
1057,1099.0,卡姿兰 轻雾感口红保湿不易脱色持妆滋润唇膏西柚豆沙姨妈色口红,98.0,1988.0,广东 广州,卡姿兰官方旗舰店,//detail.tmall.com/item.htm?id=551988187790&ns=1&abbucket=13,194824.0,天猫,商家,其他,80-100,广东, 广州
1068,1110.0,4支口红持久保湿不脱色防水唇膏韩国学生款可爱西柚色豆沙色正品,19.9,10929.0,浙江 金华,健美创研旗舰店,//detail.tmall.com/item.htm?id=523182250685&ns=1&abbucket=13,217487.09999999998,天猫,商家,其他,0-20,浙江, 金华
1071,1113.0,梦妆口红蜡笔唇膏笔豆沙色雾面哑光保湿持久不易脱色正品16号韩国,76.0,3901.0,上海,梦妆花海专卖店,//detail.tmall.com/item.htm?id=544902958425&ns=1&abbucket=13,296476.0,天猫,商家,其他,60-80,上海,上海
1079,1121.0,兰瑟口红持久保湿不脱色韩国防水学生不沾杯不掉色正品梅子色豆沙,106.0,1438.0,江苏 南京,lansur兰瑟隽穆专卖店,//detail.tmall.com/item.htm?id=544670108105&ns=1&abbucket=13,152428.0,天猫,商家,其他,100-120,江苏, 南京
1087,1129.0,shu uemura植村秀新无色限唇膏口红持久滋润保湿娜扎同款166正品,215.0,614.0,上海,植村秀官方旗舰店,//detail.tmall.com/item.htm?id=527960599636&ns=1&abbucket=13,132010.0,天猫,商家,其他,200-220,上海,上海
1099,1141.0,COLORSEED多情的种子 猫女孩城市爱情唇膏口红限量版,399.0,246.0,上海,colorseed旗舰店,//detail.tmall.com/item.htm?id=550013574066&ns=1&abbucket=13,98154.0,天猫,商家,其他,380-400,上海,上海
1100,1142.0,heelaa荷拉口红持久保湿不脱色防水正品套装豆沙南瓜色正品不沾杯,59.0,1140.0,山东 青岛,heelaa荷拉旗舰店,//detail.tmall.com/item.htm?id=562411870613&ns=1&abbucket=13,67260.0,天猫,商家,其他,40-60,山东, 青岛
1112,1155.0,透蜜口红持久保湿不易脱色不沾杯枫叶红斩男色豆沙色学生党网红款,78.9,2612.0,广东 广州,透蜜旗舰店,//detail.tmall.com/item.htm?id=566477919107&ns=1&abbucket=13,206086.80000000002,天猫,商家,其他,60-80,广东, 广州
1115,1158.0,欧莱雅纷泽雾感唇膏设计师限量版balmain巴尔曼口红哑光限定个性,145.0,1249.0,上海,欧莱雅官方旗舰店,//detail.tmall.com/item.htm?id=559106272593&ns=1&abbucket=13,181105.0,天猫,商家,其他,140-160,上海,上海
1119,1162.0,Dior迪奥口红正品专柜哑光999 520 740 421 888唇膏旗舰店官方,228.0,410.0,香港 九龙,memebox海外旗舰店,//detail.tmall.com/item.htm?id=567439982050&ns=1&abbucket=13,93480.0,天猫,商家,Dior/迪奥,220-240,香港, 九龙
1126,1169.0,HOLD LIVE日落唇色口红丝绒雾面不易脱色滋润豆沙枫叶暖橘色唇膏,32.0,1330.0,江苏 苏州,holdlive旗舰店,//detail.tmall.com/item.htm?id=562237056590&ns=1&abbucket=13,42560.0,天猫,商家,其他,20-40,江苏, 苏州
1137,1180.0,Hourglass Confession黄金烟管口红唇膏笔 持久亮泽At Night正品,280.0,118.0,香港 新界,hourglass海外旗舰店,//detail.tmall.com/item.htm?id=564754065878&ns=1&abbucket=13,33040.0,天猫,商家,其他,280-300,香港, 新界
1139,1182.0,美宝莲口红宝蓓爱炫彩护唇膏变色润唇膏唇彩护唇膏保湿滋润学生,25.9,4791.0,上海,美宝莲欧美斯专卖店,//detail.tmall.com/item.htm?id=535467700198&ns=1&abbucket=13,124086.9,天猫,商家,Maybelline/美宝莲,20-40,上海,上海
1153,1196.0,【3支装】ROZO哑光口红持久保湿不脱色防水学生款可爱套装非韩国,19.9,4556.0,湖北 武汉,rozo旗舰店,//detail.tmall.com/item.htm?id=563720479041&ns=1&abbucket=13,90664.4,天猫,商家,其他,0-20,湖北, 武汉
1160,1204.0,百雀羚三生花花沁恋吻星动唇膏变色口红持久保湿不易脱色润唇膏,99.0,132.0,浙江 杭州,百雀羚旗舰店,//detail.tmall.com/item.htm?id=559314331346&ns=1&abbucket=13,13068.0,天猫,商家,其他,80-100,浙江, 杭州
1165,1209.0,红樱桃健康唇膏专柜正品传奇变色口红今生补水持久保湿唇膏高颜值,58.0,1191.0,浙江 杭州,恒希化妆品专营店,//detail.tmall.com/item.htm?id=566938406213&ns=1&abbucket=13,69078.0,天猫,商家,其他,40-60,浙江, 杭州
1167,1211.0,自然堂嘀嗒唇膏笔口红易上色持久保湿滋润唇蜜唇彩旗舰店正品,89.0,1347.0,上海,自然堂旗舰店,//detail.tmall.com/item.htm?id=560227966003&ns=1&abbucket=13,119883.0,天猫,商家,其他,80-100,上海,上海
1177,1221.0,美宝莲口红小样大牌持久唇膏迷你口红正品保湿易上色豆沙色 P33S,39.9,635.0,上海,美宝莲欧美斯专卖店,//detail.tmall.com/item.htm?id=559270638992&ns=1&abbucket=13,25336.5,天猫,商家,Maybelline/美宝莲,20-40,上海,上海
1193,1237.0,Nico哑光口红持久滋润保湿不脱色学生抖音款韩国咬唇妆豆沙色唇膏,49.9,5903.0,广东 广州,nico旗舰店,//detail.tmall.com/item.htm?id=540446818740&ns=1&abbucket=13,294559.7,天猫,商家,其他,40-60,广东, 广州
1197,1241.0,MAKE UP FOR EVER/玫珂菲明星挚爱润哑唇膏口红色泽饱和 持久,200.0,97.0,上海,makeupforever官方旗舰店,//detail.tmall.com/item.htm?id=555144403263&ns=1&abbucket=13,19400.0,天猫,商家,其他,200-220,上海,上海
1200,1244.0,DHC尊贵美容液唇膏2.4g 保湿滋润唇彩珊瑚色斩男色口红不易脱色,158.0,348.0,上海,dhc蝶翠诗官方旗舰店,//detail.tmall.com/item.htm?id=521682397495&ns=1&abbucket=13,54984.0,天猫,商家,其他,140-160,上海,上海
1216,1260.0,兰瑟口红持久保湿不脱色韩国防水不沾杯不掉色官方旗舰店官网正品,106.0,378.0,山东 济南,lansur兰瑟中晨专卖店,//detail.tmall.com/item.htm?id=563090337138&ns=1&abbucket=13,40068.0,天猫,商家,其他,100-120,山东, 济南
1218,1262.0,谢馥春旗舰店 馥彩名媛口脂 天然口红唇彩 不含重金属保湿滋润,88.0,445.0,江苏 扬州,谢馥春旗舰店,//detail.tmall.com/item.htm?id=540407209923&ns=1&abbucket=13,39160.0,天猫,商家,其他,80-100,江苏, 扬州
1228,1272.0,The Face Shop 水润触感唇膏 保湿滋润女豆沙色西柚色口红正品,66.0,890.0,浙江 杭州,thefaceshop官方店,//detail.tmall.com/item.htm?id=546465126168&ns=1&abbucket=13,58740.0,天猫,商家,其他,60-80,浙江, 杭州
1233,1277.0,BOBBI BROWN芭比波朗悦虹哑光口红唇膏持久保湿滋润补水豆沙色,240.0,74.0,浙江 嘉兴,芭比波朗官方旗舰店,//detail.tmall.com/item.htm?id=521185287917&ns=1&abbucket=13,17760.0,天猫,商家,其他,240-260,浙江, 嘉兴
1239,1283.0,美宝莲绝色持久丝绒雾感唇釉唇膏唇彩口红滋润持久保湿M500M400,79.0,56.0,上海,美宝莲俪澜专卖店,//detail.tmall.com/item.htm?id=557498032429&ns=1&abbucket=13,4424.0,天猫,商家,Maybelline/美宝莲,60-80,上海,上海
1250,1294.0,suhu尚惠奢宠琉光唇膏滋润口红保湿咬唇妆不易脱色唇彩防水,148.0,142.0,广东 广州,suhu尚惠旗舰店,//detail.tmall.com/item.htm?id=19734798468&ns=1&abbucket=13,21016.0,天猫,商家,其他,140-160,广东, 广州
1261,1306.0,泰国正品Mistine小草莓大草莓变色唇膏2支 持久滋润保湿唇蜜口红,19.8,5306.0,香港 新界,淘韩海外专营店,//detail.tmall.com/item.htm?id=562381391530&ns=1&abbucket=13,105058.8,天猫,商家,其他,0-20,香港, 新界
1270,1315.0,阿芙精油口红大牌国货国产裸色口红学生款可爱初学者保湿不易脱色,99.0,1158.0,北京,阿芙官方旗舰店,//detail.tmall.com/item.htm?id=529032484619&ns=1&abbucket=13,114642.0,天猫,商家,其他,80-100,北京,北京
1276,1321.0,百罗变色唇膏口红持久保湿滋润补水不易脱色沾杯掉色咬唇妆彩妆女,90.0,401.0,广东 广州,百罗旗舰店,//detail.tmall.com/item.htm?id=18475686854&ns=1&abbucket=13,36090.0,天猫,商家,其他,80-100,广东, 广州
1296,1341.0,minilab黑金唇膏丝绒口红护唇显色滋润韩式咬唇妆正品,79.0,110.0,广东 广州,娇兰佳人化妆品旗舰店,//detail.tmall.com/item.htm?id=558402988660&ns=1&abbucket=13,8690.0,天猫,商家,其他,60-80,广东, 广州
1298,1343.0,雅诗兰黛口红倾慕晶彩唇膏 持久保湿不脱色补水滋润,270.0,462.0,浙江 杭州,雅诗兰黛官方旗舰店,//detail.tmall.com/item.htm?id=543447741692&ns=1&abbucket=13,124740.0,天猫,商家,其他,260-280,浙江, 杭州
1299,1344.0,洛梵诗正红色口红持久保湿哑光不脱色唇膏韩国大红色防水正品颜控,36.0,1109.0,广东 广州,洛梵诗旗舰店,//detail.tmall.com/item.htm?id=564910036078&ns=1&abbucket=13,39924.0,天猫,商家,其他,20-40,广东, 广州
1307,1352.0,Chanel/香奈儿coco可可小姐唇膏笔2g多色釉色柔润亮彩 细管口红,255.0,41.0,浙江 杭州,小也官方旗舰店,//detail.tmall.com/item.htm?id=529677603860&ns=1&abbucket=13,10455.0,天猫,商家,Chanel/香奈儿,240-260,浙江, 杭州
1312,1357.0,Za/姬芮恒彩娇艳唇膏3.5g18色 唇膏口红保湿滋润雾面哑光专柜正品,78.0,106.0,上海,za姬芮萱菲专卖店,//detail.tmall.com/item.htm?id=529069521194&ns=1&abbucket=13,8268.0,天猫,商家,其他,60-80,上海,上海
1314,1359.0,唯资口红滋润保湿持久不脱色防水唇膏正品咬唇彩韩国学生款南瓜色,39.0,187.0,广东 东莞,veecci唯资旗舰店,//detail.tmall.com/item.htm?id=560461020139&ns=1&abbucket=13,7293.0,天猫,商家,其他,20-40,广东, 东莞
1319,1364.0,Dior/迪奥烈艳蓝金唇膏口红999 888 520 2018年情人节限定套装,1688.0,29.0,北京,静雅化妆品专营店,//detail.tmall.com/item.htm?id=564062860312&ns=1&abbucket=13,48952.0,天猫,商家,Dior/迪奥,400以上,北京,北京
1323,1368.0,抖音同款哑光口红持久保湿不脱色防水脏橘色南瓜色正品雾面非韩国,39.9,3046.0,广东 广州,肌肤之食旗舰店,//detail.tmall.com/item.htm?id=557501562119&ns=1&abbucket=13,121535.4,天猫,商家,其他,20-40,广东, 广州
1337,1382.0,美宝莲绝色持久唇膏loaded bolds调色系列 叛逆色口红,129.0,315.0,上海,美宝莲旗舰店,//detail.tmall.com/item.htm?id=544711312521&ns=1&abbucket=13,40635.0,天猫,商家,Maybelline/美宝莲,120-140,上海,上海
1339,1384.0,YSL圣罗兰口红迷魅亮彩滋润圆管唇膏8/12正品保湿易上色.,269.0,293.0,香港 新界,mytime官方海外旗舰店,//detail.tmall.com/item.htm?id=563449944859&ns=1&abbucket=13,78817.0,天猫,商家,ysl/圣罗兰,260-280,香港, 新界
1346,1392.0,土家硒泥坊口红持久保湿不易脱色孕妇唇膏咬唇妆西柚豆沙色学生女,69.0,4212.0,湖北 武汉,土家硒泥坊旗舰店,//detail.tmall.com/item.htm?id=527717224023&ns=1&abbucket=13,290628.0,天猫,商家,其他,60-80,湖北, 武汉
1348,1394.0,UKISS悠珂思午后果茶轻釉口红唇膏南瓜豆沙滋润不易褪色唇膏唇彩,59.0,11637.0,上海,ukiss旗舰店,//detail.tmall.com/item.htm?id=553179989134&ns=1&abbucket=13,686583.0,天猫,商家,其他,40-60,上海,上海
1357,1403.0,ROZO哑光口红持久保湿不脱色防水不沾杯学生套装姨妈豆沙色非韩国,19.8,18282.0,湖北 武汉,rozo旗舰店,//detail.tmall.com/item.htm?id=564669603093&ns=1&abbucket=13,361983.60000000003,天猫,商家,其他,0-20,湖北, 武汉
1364,1410.0,【官方正品】纪梵希哑光小羊皮口红高定香榭哑光唇膏持久滋润正品,355.0,777.0,上海,givenchy纪梵希官方旗舰店,//detail.tmall.com/item.htm?id=564959488066&ns=1&abbucket=13,275835.0,天猫,商家,Givenchy/纪梵希,340-360,上海,上海
1367,1413.0,玛丽黛佳口红小样学生持久保湿不脱色一盒套装旗舰店正品唇膏女,49.0,296.0,安徽 芜湖,思琪化妆品专营店,//detail.tmall.com/item.htm?id=550309897787&ns=1&abbucket=13,14504.0,天猫,商家,其他,40-60,安徽, 芜湖
1383,1429.0,亮立得口红持久保湿非不沾杯不掉色枫叶红斩男色正品学生款可爱,59.99,2435.0,广东 广州,亮立得化妆品旗舰店,//detail.tmall.com/item.htm?id=564461609359&ns=1&abbucket=13,146075.65,天猫,商家,其他,40-60,广东, 广州
1408,1454.0,周年庆 玛丽黛佳元气唇膏笔按钮笔口红湿滋润哑光雾面学生彩妆2g,59.0,502.0,上海,天猫超市,//detail.tmall.com/item.htm?id=560919378962&ns=1&abbucket=13,29618.0,天猫,商家,其他,40-60,上海,上海
1411,1457.0,Sephora/丝芙兰染唇膏口红唇彩哑光滋润保湿唇釉染唇液新色号,95.0,1113.0,上海,sephora丝芙兰官方旗舰店,//detail.tmall.com/item.htm?id=541792476675&ns=1&abbucket=13,105735.0,天猫,商家,其他,80-100,上海,上海
1447,1493.0,BOBBI BROWN芭比波朗豆沙色口红哑光唇釉 不脱色持久保湿染唇液,240.0,126.0,浙江 嘉兴,芭比波朗官方旗舰店,//detail.tmall.com/item.htm?id=557042829371&ns=1&abbucket=13,30240.0,天猫,商家,其他,240-260,浙江, 嘉兴
1465,1511.0,卡姿兰口红小样套装礼盒装保湿不脱色不沾杯韩国学生抖音官方正品,99.0,1755.0,江苏 南京,卡姿兰恋尚专卖店,//detail.tmall.com/item.htm?id=563898223135&ns=1&abbucket=13,173745.0,天猫,商家,其他,80-100,江苏, 南京
1469,1515.0,MAC/魅可金属唇 Metallic正品子弹头口红唇膏 鎏金可爱星空唇CB96,170.0,856.0,浙江 杭州,mac魅可官方旗舰店,//detail.tmall.com/item.htm?id=565028315881&ns=1&abbucket=13,145520.0,天猫,商家,MAC/魅可,160-180,浙江, 杭州
1472,1518.0,美宝莲小灯管口红小灯泡唇膏1234保湿滋润梅子色奶茶色官方旗舰店,79.9,1578.0,上海,美宝莲博尼达专卖店,//detail.tmall.com/item.htm?id=558845822979&ns=1&abbucket=13,126082.20000000001,天猫,商家,Maybelline/美宝莲,60-80,上海,上海
1473,1519.0,Milani口红学生款可爱 南瓜豆沙色少女心哑光人鱼姬唇膏美国正品,69.0,8941.0,香港 新界,milani官方海外旗舰店,//detail.tmall.com/item.htm?id=530372207689&ns=1&abbucket=13,616929.0,天猫,商家,其他,60-80,香港, 新界
1474,1520.0,美康粉黛哑光雾面丝绒豆沙/吃土色口红不易沾杯掉色持久保湿孕妇,39.0,1388.0,江苏 南京,美康粉黛归真堂专卖店,//detail.tmall.com/item.htm?id=527935947215&ns=1&abbucket=13,54132.0,天猫,商家,其他,20-40,江苏, 南京
1476,1523.0,兰瑟口红致青春炫色唇膏雾面豆沙南瓜色滋润保湿不易脱色正品,78.0,375.0,广东 广州,兰瑟化妆品旗舰店,//detail.tmall.com/item.htm?id=37115304574&ns=1&abbucket=13,29250.0,天猫,商家,其他,60-80,广东, 广州
1486,1533.0,MOAMIS美沫艾蜜思琉光润彩唇膏持久保湿不脱色淡化唇纹张沫凡口红,136.0,130.0,北京,moamis旗舰店,//detail.tmall.com/item.htm?id=556826804608&ns=1&abbucket=13,17680.0,天猫,商家,其他,120-140,北京,北京
1489,1536.0,正品Dior/迪奥烈焰蓝金口红CD唇膏3.5g 999#080/520/567不易脱色,205.0,682.0,香港 新界,美丽聚海外专营店,//detail.tmall.com/item.htm?id=546786828934&ns=1&abbucket=13,139810.0,天猫,商家,Dior/迪奥,200-220,香港, 新界
1499,1546.0,恋意口红哑光持久保湿不脱色学生款可爱星空孕妇韩国防水唇彩正品,24.9,30157.0,广东 广州,恋意旗舰店,//detail.tmall.com/item.htm?id=545544418555&ns=1&abbucket=13,750909.2999999999,天猫,商家,其他,20-40,广东, 广州
1500,1547.0,【6支】口红持久保湿不脱色防水唇膏韩国学生款可爱正品小样套装,19.9,16779.0,浙江 金华,健美创研旗舰店,//detail.tmall.com/item.htm?id=562498513584&ns=1&abbucket=13,333902.1,天猫,商家,其他,0-20,浙江, 金华
1509,1556.0,Dior/迪奥全新烈艳蓝金唇膏3.5g口红999/028持久,249.0,84.0,北京,静雅化妆品专营店,//detail.tmall.com/item.htm?id=551502832071&ns=1&abbucket=13,20916.0,天猫,商家,Dior/迪奥,240-260,北京,北京
1512,1559.0,shu uemura植村秀霓虹唇膏口红水润保湿光泽持久均匀 日本正品,215.0,79.0,上海,植村秀官方旗舰店,//detail.tmall.com/item.htm?id=528254461225&ns=1&abbucket=13,16985.0,天猫,商家,其他,200-220,上海,上海
1527,1574.0,红樱桃唇膏口红套装持久保湿防水不易脱色学生可爱款非韩国不干,19.9,2905.0,浙江 金华,七晨旗舰店,//detail.tmall.com/item.htm?id=560485811551&ns=1&abbucket=13,57809.49999999999,天猫,商家,其他,0-20,浙江, 金华
