,index,title,price,deal,location,shop,url,profit,tmall,mall,brand,pricelevel
235,271.0,B. by BANILA芭妮兰唇上画色雾哑口红唇膏不沾杯不易褪色专柜正品,98.0,216.0,上海,芭妮兰官方旗舰店,//detail.tmall.com/item.htm?id=564021354956&ns=1&abbucket=13,21168.0,天猫,商家,其他,80-100
236,272.0,Chanel/香奈儿丝绒口红43 42 58美丽人生04圣诞限量版 玫瑰礼盒,300.0,151.0,广东 深圳,x_c406,//item.taobao.com/item.htm?id=567557087497&ns=1&abbucket=13#detail,45300.0,其他,个人,Givency/纪梵希,300-320
237,273.0,JILL STUART蕾丝花漾恋唇膏5g 方管口红日本进口 施华洛世奇正品,220.0,119.0,上海,jillstuart官方旗舰店,//detail.tmall.com/item.htm?id=537325025263&ns=1&abbucket=13,26180.0,天猫,商家,其他,220-240
238,274.0,Givenchy纪梵希小羊皮304#305#306#307#325口红禁忌之吻玫瑰礼盒,295.0,265.0,广东 深圳,x_c406,//item.taobao.com/item.htm?id=566890669449&ns=1&abbucket=13#detail,78175.0,其他,个人,Givenchy/纪梵希,280-300
239,275.0,现货heat口红Urban Decay VICE Heat系列唇膏UD衰败城市17年限量,168.0,48.0,江苏 无锡,cloudlina,//item.taobao.com/item.htm?id=565731735258&ns=1&abbucket=13#detail,8064.0,其他,个人,其他,160-180
240,276.0,正品 Dior迪奥魅惑粉漾润唇膏3.5g 变色唇膏口红持久保湿补水滋润,196.0,3014.0,香港 九龙,梓薇国际海外专营店,//detail.tmall.com/item.htm?id=38529255423&ns=1&abbucket=13,590744.0,天猫,商家,Dior/迪奥,180-200
241,277.0,ZEESEA滋色雾面哑光口红持久保湿非不脱色不沾杯正品奶茶色枫叶红,79.0,6694.0,广东 广州,zeesea旗舰店,//detail.tmall.com/item.htm?id=564742907064&ns=1&abbucket=13,528826.0,天猫,商家,其他,60-80
242,278.0,现货 Smashbox out loud 土橘色 哑光雾面唇釉口红driver's seat,158.0,55.0,江苏 泰州,zh19871128,//item.taobao.com/item.htm?id=551143239944&ns=1&abbucket=13#detail,8690.0,其他,个人,其他,140-160
243,279.0,Whoo后口红拱辰享美奢华唇膏3.5g 滋润显色 不易脱妆 官方直售,315.0,115.0,江苏 苏州,后官方旗舰店,//detail.tmall.com/item.htm?id=44320295982&ns=1&abbucket=13,36225.0,天猫,商家,其他,300-320
244,280.0,包邮日本CANMAKE/井田高保湿润唇膏/持久滋润水润口红舒缓修护,39.9,2901.0,上海,狐狸静68,//item.taobao.com/item.htm?id=19042606538&ns=1&abbucket=13#detail,115749.9,其他,个人,其他,20-40
245,281.0,MAC口红唇膏cockney brickola cb96 Lady bug Ruby woo小辣椒,120.0,1009.0,上海,开心女人5988,//item.taobao.com/item.htm?id=545714855924&ns=1&abbucket=13#detail,121080.0,其他,个人,MAC/魅可,120-140
246,282.0,国内专柜 阿玛尼莹润迷情唇膏小细管口红201 300 400 301 401 500,248.0,32.0,上海,yyzxt2000,//item.taobao.com/item.htm?id=564093250798&ns=1&abbucket=13#detail,7936.0,其他,个人,其他,240-260
247,283.0,肌肤之钥CPB口红唇釉 绝色唇釉 持久保湿滋润 显色易上色咬唇妆,330.0,637.0,浙江 杭州,肌肤之钥官方旗舰店,//detail.tmall.com/item.htm?id=539158133071&ns=1&abbucket=13,210210.0,天猫,商家,其他,320-340
248,284.0,【迪奥品牌日】dior变色润唇膏口红粉漾魅惑滋润橘色粉色001/004,172.0,608.0,浙江 杭州,zhwei9,//item.taobao.com/item.htm?id=13034369674&ns=1&abbucket=13#detail,104576.0,其他,个人,Dior/迪奥,160-180
249,285.0,现货【日本专柜】本土版CPB肌肤之钥双生玫瑰蔷薇唇膏口红313 311,380.0,379.0,福建 福州,cylwingogo,//item.taobao.com/item.htm?id=544434371075&ns=1&abbucket=13#detail,144020.0,其他,个人,其他,380-400
250,286.0,Bobbi Brown口红唇膏blackberry#Cranberry#Ruby#plum 红管,169.0,182.0,广东 深圳,fion2927,//item.taobao.com/item.htm?id=561231054669&ns=1&abbucket=13#detail,30758.0,其他,个人,其他,160-180
251,287.0,MAC口红魅可唇膏豆沙西柚色chili小辣椒ladybug#Ruby woo#cockney,119.0,603.0,广东 深圳,svshmilyv,//item.taobao.com/item.htm?id=531329166890&ns=1&abbucket=13#detail,71757.0,其他,个人,MAC/魅可,100-120
252,288.0,Tom Ford/汤姆福特黑金黑管唇膏05/06/08/09/10/15/16/44/TF口红,308.0,15.0,上海,张小燕319,//item.taobao.com/item.htm?id=544502179199&ns=1&abbucket=13#detail,4620.0,其他,个人,Ford/福特,300-320
253,289.0,UKISS/悠珂思苏芳奶茶雾面丝绒口红滋润保湿南瓜豆沙哑光孕妇唇膏,59.0,23670.0,上海,ukiss旗舰店,//detail.tmall.com/item.htm?id=560100147790&ns=1&abbucket=13,1396530.0,天猫,商家,其他,40-60
254,290.0,Tom Ford/汤姆福特黑管口红16 15 09 10 哑光唇膏 白管5号7号限量,235.0,48.0,陕西 西安,芭比吹泡泡,//item.taobao.com/item.htm?id=534251483926&ns=1&abbucket=13#detail,11280.0,其他,个人,Ford/福特,220-240
255,291.0,YSL专柜圣罗兰方管唇膏口红正红色星星色想你色1号/52号/13号正橘,295.0,51.0,北京,jmj8341,//item.taobao.com/item.htm?id=565653149548&ns=1&abbucket=13#detail,15045.0,其他,个人,ysl/圣罗兰,280-300
256,292.0,【直营】Dior迪奥 烈焰蓝金唇膏 CD口红傲姿唇膏 3.5g 999 080,259.0,2164.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=550089065029&ns=1&abbucket=13,560476.0,天猫,商家,Dior/迪奥,240-260
257,293.0,Armani阿玛尼哑光黑管红管唇釉唇彩口红500#502#414#405#201#200,192.0,319.0,上海,xiaobin0180,//item.taobao.com/item.htm?id=536808334984&ns=1&abbucket=13#detail,61248.0,其他,个人,其他,180-200
259,295.0,新西兰澳洲Karen Murrell有机能吃的km孕妇植物持久润唇膏口红,82.0,380.0,北京,yw_pretty,//item.taobao.com/item.htm?id=561358284607&ns=1&abbucket=13#detail,31160.0,其他,个人,其他,80-100
260,296.0,姗大人horny pony 哑光口红雾面持久 复古红裸色不易沾杯 多色,99.0,80.0,四川 成都,uksonia,//item.taobao.com/item.htm?id=557760462091&ns=1&abbucket=13#detail,7920.0,其他,个人,其他,80-100
261,297.0,阿玛尼红管唇釉 丝绒哑光口红黑管 500 405 402 502 200 400 501,195.0,1155.0,上海,叶彬儿,//item.taobao.com/item.htm?id=37301125475&ns=1&abbucket=13#detail,225225.0,其他,个人,其他,180-200
262,298.0,胡萝卜素口红持久保湿不脱色韩国防水果冻不沾杯变色唇膏孕妇正品,32.8,25317.0,广东 广州,薇罗尼卡旗舰店,//detail.tmall.com/item.htm?id=555029027096&ns=1&abbucket=13,830397.6,天猫,商家,其他,20-40
263,299.0,西西家MAC口红C#hili魅可唇膏Brick-o-la cb96 Cockney,135.0,262.0,浙江 杭州,yigebuyi,//item.taobao.com/item.htm?id=38194206839&ns=1&abbucket=13#detail,35370.0,其他,个人,MAC/魅可,120-140
264,300.0,南瓜色口红脏橘色持久不易沾杯不脱色咬唇妆姨妈西柚豆沙保湿哑光,46.0,7100.0,广东 广州,toorune肽润旗舰店,//detail.tmall.com/item.htm?id=550441522078&ns=1&abbucket=13,326600.0,天猫,商家,其他,40-60
265,301.0,包邮▲韩国DEAR DAHLIA 大理石风格 滋润口红唇膏#806 ruby/807,158.0,244.0,海外,jukine,//item.taobao.com/item.htm?id=557708080407&ns=1&abbucket=13#detail,38552.0,其他,个人,其他,140-160
266,302.0,KILLER LE ROUGE杀手口红子弹造型哑润显色持久killer唇膏口红,498.0,85.0,广东 广州,killerlerouge,//item.taobao.com/item.htm?id=562971713136&ns=1&abbucket=13#detail,42330.0,其他,个人,其他,400以上
267,303.0,口红刻字 专柜现货 Dior 迪奥口红烈艳蓝金口红520 999 080,279.0,65.0,广东 深圳,judyso,//item.taobao.com/item.htm?id=13815277080&ns=1&abbucket=13#detail,18135.0,其他,个人,Dior/迪奥,260-280
268,304.0,DIOR 迪奥 漆光唇釉 新色 524 620 740 瘾诱超模口红857 757,225.0,47.0,广东 珠海,yenn_ppcool,//item.taobao.com/item.htm?id=548284329077&ns=1&abbucket=13#detail,10575.0,其他,个人,Dior/迪奥,220-240
269,305.0,正品包邮 SEPHORA丝芙兰染唇膏41，25，哑光唇釉口红持久不沾杯,68.0,211.0,上海,聪明恩恩4,//item.taobao.com/item.htm?id=541865674321&ns=1&abbucket=13#detail,14348.0,其他,个人,其他,60-80
270,306.0,【现货】日本专柜正品 SUQQU 2018春季限定 唇膏口红08 深红,265.0,130.0,北京,stunningu,//item.taobao.com/item.htm?id=535852715437&ns=1&abbucket=13#detail,34450.0,其他,个人,其他,260-280
271,307.0,dior迪奥变色润唇膏口红粉色魅惑 滋润保湿001/004/005/007/008,180.0,1442.0,上海,叶彬儿,//item.taobao.com/item.htm?id=15332831666&ns=1&abbucket=13#detail,259560.0,其他,个人,Dior/迪奥,180-200
272,308.0,Dior/迪奥全新烈艳蓝金唇膏3.5g 999/888/567哑光滋润豆沙色口红,228.0,367.0,北京,碧凡化妆品专营店,//detail.tmall.com/item.htm?id=42931291690&ns=1&abbucket=13,83676.0,天猫,商家,Dior/迪奥,220-240
273,309.0,JILL STUART 吉尔斯图亚特 花舞恋系列口红方管20 方管9正红色,115.0,257.0,山东 济南,帅气猪主1,//item.taobao.com/item.htm?id=561759069869&ns=1&abbucket=13#detail,29555.0,其他,个人,其他,100-120
274,310.0,现货christian louboutin萝卜丁 CL 唇釉唇彩红底鞋唇膏 权杖口红,640.0,53.0,上海,nice彩妆代购,//item.taobao.com/item.htm?id=539832622442&ns=1&abbucket=13#detail,33920.0,其他,个人,其他,400以上
275,311.0,韩国正品 pony memebox 第三季花漾樱花口红学生款哑光西柚色,56.0,532.0,广东 深圳,usgzs,//item.taobao.com/item.htm?id=521430711869&ns=1&abbucket=13#detail,29792.0,其他,个人,其他,40-60
276,312.0,抖音同款口红正品持久保湿不脱色不沾杯防水唇膏咬唇学生韩国防水,19.9,95.0,广东 广州,贵族美白冠军,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=555653537&k=557&e=9JkCfXZYE6a9S2OBqoOl%2FvZpotvJjYTXHJw%2FAXz1HxlvZkPOF5tvAGH%2FgCJnAGYnH4angBh7yLAGvMvUUuToEORMYiMU4rVqseLOd6fl%2F0hZMNoiM7A07S5311A6J5rTUpRMnytmqhIwQ1GAgYPbQ0mwlxMDYLT6Fy%2FMgD160%2F4msLSnsqQOgSv8vGmEJ7redebMzZ8Vh%2Ff6HtLCfD41d4GTzcL6vLFrknmG3DDgDZgs202Jt4%2F%2FM8fhQa1hDaUrYe5w2UY5NUSGKyhEe6nUtL2AMvgkefmEOM9QV9Cx242Jpegd0n7x7wY97ve7lWLu%2FBjZU%2BELh66KEyVMRqkGh0c3rhYzqjswn7mmHgMUt5msRvF8ccXihSp2Qma7KPth9ohvj8llq3VX1mgAVwm657yEphF1jyp13X8fapcljtTHqb814vS2Xma%2BefNBLthQH5l9foq5s9EJbS6cjyb8SuBV0rec%2FW65K3pYgvCwJCDhqCe%2BaESfNfKOzV3owXGCJKd18Bt67o2uqs%2FkV62s9LJFctyI3yupqhjAYJ8GvNE%3D#detail,1890.4999999999998,其他,个人,其他,0-20
277,313.0,BOB正品口红套盒组合不易脱色持久保湿非小样套装豆沙色西柚色6色,59.0,10.0,湖南 长沙,善良有点二,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=555653537&k=557&e=q3%2F55DvqB1q9S2OBqoOl%2FvZpotvJjYTXHJw%2FAXz1HxlvZkPOF5tvAGH%2FgCJnAGYnH4angBh7yLDx%2BL4AD4wrXnEKAC0ULHFpJIiRD9rS1ZBZMNoiM7A07S5311A6J5rTUpRMnytmqhIwQ1GAgYPbQ0mwlxMDYLT6Fy%2FMgD160%2F4msLSnsqQOgSv8vGmEJ7redebMzZ8Vh%2Ff6HtLCfD41d4GTzcL6vLFrknmG3DDgDZgs202Jt4%2F%2FM8fhQa1hDaUrYe5w2UY5NUSGKyhEe6nUtL2AMvgkefmEOM9QV9Cx242Jpegd0n7x7wY97ve7lWLu%2FBjZU%2BELh66KEyVMRqkGh157IfoQSNhYVC3WLV1k%2F%2B66%2FMx2exR2cN24UbYpsPJht0uMxjvy4TGbvPS9dCrW4Qm5ngfVoMW2bArfqb6ARD7Hqb814vS2Xma%2BefNBLthQH5l9foq5s9EJbS6cjyb8SuBV0rec%2FW65X28Zc0hPcVt4h0d251cMAvKOzV3owXGCJKd18Bt67o1%2Bb5PsstYJFy52OIgoW%2Fz7AEVdsNq%2FrAo%3D#detail,590.0,其他,个人,其他,40-60
278,314.0,伊卡露诗水映月色淡彩唇膏保湿滋润防水豆沙色口红复古红淡化唇纹,38.0,11.0,上海,wj可舍青青,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=555653537&k=557&e=ATpuTtDFGDi9S2OBqoOl%2FvZpotvJjYTXHJw%2FAXz1HxlvZkPOF5tvAGH%2FgCJnAGYnH4angBh7yLD6djivG6qrTaHbkopMwxYOhRzlyA1fxeFZMNoiM7A07S5311A6J5rTUpRMnytmqhIwQ1GAgYPbQ0mwlxMDYLT6Fy%2FMgD160%2F4msLSnsqQOgSv8vGmEJ7redebMzZ8Vh%2Ff6HtLCfD41d4GTzcL6vLFrknmG3DDgDZgs202Jt4%2F%2FM8fhQa1hDaUrYe5w2UY5NUSGKyhEe6nUtL2AMvgkefmEOM9QV9Cx242Jpegd0n7x7wY97ve7lWLu%2FBjZU%2BELh66KEyVMRqkGhyXNCZvllqoVlH7tppNk6XjeXSYIqu5kOI7uAwin8x7fyZWT1fiBMaUAlOMBCKA09Jcjg2g39HHdje1UbGh4jisV3Tgkf7OWl6BsZK%2F9fvdl5JvfjgVcLj%2B2HGLGn9exxc1%2Fx8u3jt0vbtkJzgx2NReP7Mev2wJEwMCeTzgnvaP5eM0EHyL3%2BV6fPfVtvDcauw9JyeSilJBKNZzqOLZspus%3D#detail,418.0,其他,个人,其他,20-40
279,315.0,美正品DIOR迪奥新款蓝金哑光丝绒口红772#绝美高档豆沙色现货秒发,289.0,123.0,江苏 南京,sunlie_kenny,//item.taobao.com/item.htm?id=548282461919&ns=1&abbucket=13#detail,35547.0,其他,个人,Dior/迪奥,280-300
280,316.0,dior迪奥烈焰蓝金口红唇膏哑光 圣诞限量999#520#888#772#080#028,191.0,1266.0,上海,叶彬儿,//item.taobao.com/item.htm?id=36581498796&ns=1&abbucket=13#detail,241806.0,其他,个人,Dior/迪奥,180-200
281,317.0,ysl/圣罗兰新款哑光唇釉#16 01 08豆沙色口红持久不脱色唇蜜,248.0,89.0,广东 深圳,野菜娃娃88,//item.taobao.com/item.htm?id=566121971521&ns=1&abbucket=13#detail,22072.0,其他,个人,ysl/圣罗兰,240-260
282,318.0,LARME DE SIRENE/人鱼之水钻石口红滋润显色保湿持久豆沙色唇膏,199.0,292.0,江苏 无锡,人鱼之水化妆品旗舰店,//detail.tmall.com/item.htm?id=557792230768&ns=1&abbucket=13,58108.0,天猫,商家,其他,180-200
283,319.0,TomFord TF Lips and Girls白管mini唇膏口红25 naomi/22 grace,255.0,144.0,上海,故乡的云之夏,//item.taobao.com/item.htm?id=535923684652&ns=1&abbucket=13#detail,36720.0,其他,个人,Ford/福特,240-260
284,320.0,【直营】肌肤之钥CPB蔷薇瑰丽口红311 313 315 芯+壳,415.0,498.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=547322199878&ns=1&abbucket=13,206670.0,天猫,商家,其他,400以上
285,321.0,现货 阿玛尼挚爱唇膏小黑管口红TESTER正装全新有/无盒 持久滋润,175.0,85.0,山东 济南,rebeccaicecream,//item.taobao.com/item.htm?id=564593550191&ns=1&abbucket=13#detail,14875.0,其他,个人,其他,160-180
286,322.0,倩碧口红甜心撞色小方唇膏 持久不脱色双唇清爽,175.0,227.0,浙江 杭州,clinique倩碧官方旗舰店,//detail.tmall.com/item.htm?id=520166171671&ns=1&abbucket=13,39725.0,天猫,商家,其他,160-180
287,323.0,8年老店传奇今生红樱桃健康唇膏专柜正品千人千色变色口红招代理,188.0,806.0,浙江 杭州,snowhotheart,//item.taobao.com/item.htm?id=548599810879&ns=1&abbucket=13#detail,151528.0,其他,个人,其他,180-200
289,325.0,韩国3CE红色口红哑光滋润唇膏214 215 212正红色酒红色口红包邮,59.0,1033.0,山东 威海,幸福牵线8,//item.taobao.com/item.htm?id=545090743441&ns=1&abbucket=13#detail,60947.0,其他,个人,其他,40-60
290,326.0,正品MAC口红魅可唇膏chil小辣椒人鱼姬 Ruby woo cockney Mocha,119.0,3434.0,上海,喔喔堂糖,//item.taobao.com/item.htm?id=565179024856&ns=1&abbucket=13#detail,408646.0,其他,个人,MAC/魅可,100-120
291,327.0,Dior迪奥圣诞限量款999/888/520/740哑光夹心matt口红唇膏顾里色,248.0,85.0,上海,晶彩社,//item.taobao.com/item.htm?id=562354587296&ns=1&abbucket=13#detail,21080.0,其他,个人,Dior/迪奥,240-260
292,328.0,专柜正品 现货娇兰KISSKISS亲亲唇膏口红325#344# 杨洋色,198.0,126.0,广东 深圳,feiyizi,//item.taobao.com/item.htm?id=521320973834&ns=1&abbucket=13#detail,24948.0,其他,个人,其他,180-200
293,329.0,现货正品Pat McGrath口红唇膏ELSON VENDETTA OMI FLESH 3哑光,299.0,115.0,广东 深圳,lychee海外代购,//item.taobao.com/item.htm?id=563707385053&ns=1&abbucket=13#detail,34385.0,其他,个人,其他,280-300
294,330.0,现货 CHRISTIAN LOUBOUTIN正品女王权杖CL口红萝卜丁CL唇膏套装,644.1,92.0,广东 中山,好好地活,//item.taobao.com/item.htm?id=544414536601&ns=1&abbucket=13#detail,59257.200000000004,其他,个人,其他,400以上
295,331.0,现货意大利专柜Gucci古驰古奇水润粗管唇膏口红#090/070/500/510,268.0,62.0,河北 邯郸,x小姐代购意大利,//item.taobao.com/item.htm?id=538806858495&ns=1&abbucket=13#detail,16616.0,其他,个人,其他,260-280
296,332.0,圣罗兰YSL口红唇膏姨妈色补水不脱色滋润斩男色圆管方管正品,218.0,185.0,广东 深圳,tingyuelanfeng,//item.taobao.com/item.htm?id=568251799109&ns=1&abbucket=13#detail,40330.0,其他,个人,ysl/圣罗兰,200-220
297,333.0,Guerlain/娇兰KISSKISS17秋季金管 M330/M331 哑光唇膏口红现货,165.0,425.0,山东 济南,帅气猪主1,//item.taobao.com/item.htm?id=560218778913&ns=1&abbucket=13#detail,70125.0,其他,个人,其他,160-180
298,334.0,mac口红ruby hoo 人鱼姬 西柚色 豆沙色 草莓红 秀智同款色,138.0,379.0,上海,张小燕319,//item.taobao.com/item.htm?id=544797630856&ns=1&abbucket=13#detail,52302.0,其他,个人,其他,120-140
300,336.0,现货TOM FORD TF黑管哑光唇膏口红08VELVET CHERRY 07RUBY RUSH,298.0,53.0,上海,2586528530a,//item.taobao.com/item.htm?id=564078934682&ns=1&abbucket=13#detail,15794.0,其他,个人,其他,280-300
301,337.0,包邮阿玛尼黑管500 302 501口红红管唇釉405 200 400 401 402 50,199.0,453.0,上海,sky亚亚,//item.taobao.com/item.htm?id=44216051067&ns=1&abbucket=13#detail,90147.0,其他,个人,其他,180-200
302,338.0,Dior迪奥固体唇釉魅惑釉唇膏口红新款漆光正品744/857/877/740,198.0,1024.0,浙江 杭州,小也官方旗舰店,//detail.tmall.com/item.htm?id=549659070581&ns=1&abbucket=13,202752.0,天猫,商家,Dior/迪奥,180-200
303,339.0,雅诗兰黛倾慕唇膏口红刘雯大表姐420#127#131#330#360#精油130,189.0,303.0,广东 深圳,fion2927,//item.taobao.com/item.htm?id=525149533276&ns=1&abbucket=13#detail,57267.0,其他,个人,其他,180-200
304,340.0,阿凝Tom Ford/TF黑金黑管口红08/09/10/15/16/31/44/46/80,328.0,193.0,浙江 宁波,luxiaoci66,//item.taobao.com/item.htm?id=536044564276&ns=1&abbucket=13#detail,63304.0,其他,个人,Ford/福特,320-340
305,341.0,猪哼少 Armani/阿玛尼Ecstasy Shine红细管口红/唇膏 201 300 400,225.0,88.0,浙江 杭州,猪哼少,//item.taobao.com/item.htm?id=558474982472&ns=1&abbucket=13#detail,19800.0,其他,个人,其他,220-240
306,342.0,新品蜜丝佛陀轻吻气垫口红持久保湿不脱色不沾杯网红唇膏学生唇彩,128.0,67.0,广东 广州,yuanweimin99,//item.taobao.com/item.htm?id=565388613484&ns=1&abbucket=13#detail,8576.0,其他,个人,其他,120-140
307,343.0,巴黎欧莱雅纷泽口红RB301枫叶红619秋叶南瓜色专柜正品旗舰店官网,106.0,2435.0,上海,欧莱雅美洁金信专卖店,//detail.tmall.com/item.htm?id=535679373173&ns=1&abbucket=13,258110.0,天猫,商家,其他,100-120
308,344.0,香港实店 KILLER LE ROUGE杀手 设计师子弹唇膏口红,448.2,53.0,香港 九龙,wereshopaholics,//item.taobao.com/item.htm?id=567512590806&ns=1&abbucket=13#detail,23754.6,其他,个人,其他,400以上
309,345.0,GIVENCHY/纪梵希 小牛皮细管唇膏口红105 301 302 303 304 306,174.44,226.0,天津,locustcxf,//item.taobao.com/item.htm?id=520922357305&ns=1&abbucket=13#detail,39423.44,其他,个人,Givenchy/纪梵希,160-180
310,346.0,现货 SERGE LUTENS芦丹氏 卤蛋 贵妇奢华滋润唇膏口红07 M1 2.3g,275.0,117.0,北京,男风时尚生活,//item.taobao.com/item.htm?id=565645224800&ns=1&abbucket=13#detail,32175.0,其他,个人,其他,260-280
311,347.0,稚优泉哑光口红小样套装丝绒保湿滋润迷你可爱学生豆沙南瓜钻红色,99.0,5957.0,上海,稚优泉化妆品旗舰店,//detail.tmall.com/item.htm?id=553204900050&ns=1&abbucket=13,589743.0,天猫,商家,Chioture/稚优泉,80-100
312,348.0,纪梵希禁忌之吻2017 大理石口红唇膏n25 13/8/6号色11/12/14/16号,178.19,437.0,浙江 杭州,萌贝比,//item.taobao.com/item.htm?id=536947374216&ns=1&abbucket=13#detail,77869.03,其他,个人,Givenchy/纪梵希,160-180
313,349.0,Chanel 香奈儿唇釉154 丝绒口红58 62 63 限量版 新色184 214,245.0,107.0,浙江 金华,wyliqian19911212,//item.taobao.com/item.htm?id=555963257908&ns=1&abbucket=13#detail,26215.0,其他,个人,Givency/纪梵希,240-260
314,350.0,纪梵希givenchy2018春季花卉限量唇膏木兰花口红散粉315,339.0,73.0,广东 广州,hannah0110,//item.taobao.com/item.htm?id=565015042564&ns=1&abbucket=13#detail,24747.0,其他,个人,Givenchy/纪梵希,320-340
315,351.0,大白菜！ 日本 CHIFURE千妇恋 持久不脱色satin质感 蓝管唇膏口红,45.0,234.0,上海,sainta,//item.taobao.com/item.htm?id=555339318809&ns=1&abbucket=13#detail,10530.0,其他,个人,其他,40-60
316,352.0,卡姿兰口红持久保湿不脱色不沾杯韩国防水学生款星空抖音同款正品,99.0,3750.0,北京,卡姿兰宏达美景专卖店,//detail.tmall.com/item.htm?id=35090351008&ns=1&abbucket=13,371250.0,天猫,商家,其他,80-100
317,353.0,卡姿兰口红星空限量版不掉色持久保湿不脱色韩国学生不沾杯正品,99.0,659.0,江苏 常州,诗唯雅化妆品专营店,//detail.tmall.com/item.htm?id=42901469878&ns=1&abbucket=13,65241.0,天猫,商家,其他,80-100
318,354.0,Tom Ford 汤姆福特TF白管唇膏口红限量05 07限量色 黑管16 15 09,252.99,83.0,浙江 杭州,萌贝比,//item.taobao.com/item.htm?id=541066637180&ns=1&abbucket=13#detail,20998.170000000002,其他,个人,Ford/福特,240-260
319,355.0,TOMFORD/汤姆福特 黑金黑管唇膏/口红现货09#16#15# 白管05#,248.0,104.0,山东 烟台,蝶戀花beauty,//item.taobao.com/item.htm?id=540271977071&ns=1&abbucket=13#detail,25792.0,其他,个人,Ford/福特,240-260
320,356.0,抖音同款！第2只半价！Ukiss悠珂思07#苏芳奶茶唇膏/哑光丝绒口红,45.0,138.0,江苏 镇江,rita番茄,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=305635332&k=557&e=Pd3YnZKJtJvWhlDv68pJjL27rsuv3a5lVJJSJiMzrZ1DVyJtu1WNyS8d9z92KVnBhXWsS%2F5UGOP%2BZ5XPRe%2FtwLSdncHmfLZqgo3lpZxxUOi5aFRuiDX8XE60noeZIyi3lQF91mtetJV8ZQYkpk%2FekkncJLfw3iQAJzBQyhzreo066byTUVPE0w4Si2Ld1CwU8nndJnqve8UBW2ozSl6O7X1WqYcI6wcQQF2XfOcBg63GBk%2FM%2Bm08vM5omH4DTq7UVMvOq%2FrhRCdm1iq7tZykXp%2FWhFSN5gtBJTdHqc4HfPFJ8RX6faq7YtbNjWDtMFAHna9vJpY8PRMIRo%2BK3bngQF6kDIcCgp2CcN9sTxsQpV1mBk%2BonyXgLUVgwhBnPRSrep098BfSDi2nL5QJ15YaEUCkrli7PbnM7YaKC2Qrk8T42TCHNTPfCh37xd6KAq8%2FtAfWNk9CFYQ7zbiiPim%2F289ymdvEEWQidVA7Mz8i1P4UNcQAFx8eYYxjo8R8cBFrls4NpVaziGXX%2BnvFohMyWd72HzAhtP1mM1Ser5V8w%2Fs%3D#detail,6210.0,其他,个人,其他,40-60
321,357.0,正品口红持久保湿不掉色滋润防水不沾杯韩国豆沙姨妈安全健康唇膏,29.9,895.0,广东 深圳,丰泽数码ic,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=305635332&k=557&e=amYq%2By7hDobWhlDv68pJjL27rsuv3a5lVJJSJiMzrZ1DVyJtu1WNyS8d9z92KVnBhXWsS%2F5UGOMx9vechaomfbHL2eLqn7aW2wrnUUg6iU25aFRuiDX8XE60noeZIyi3lQF91mtetJV8ZQYkpk%2FekkncJLfw3iQAJzBQyhzreo066byTUVPE0w4Si2Ld1CwU8nndJnqve8UBW2ozSl6O7X1WqYcI6wcQQF2XfOcBg63GBk%2FM%2Bm08vM5omH4DTq7UVMvOq%2FrhRCdm1iq7tZykXp%2FWhFSN5gtBJTdHqc4HfPFJ8RX6faq7YtbNjWDtMFAHna9vJpY8PRMIRo%2BK3bngQLC7nzJjPEJuuV%2BUXDsodjLMKw5J%2BUo5eRmamc%2B%2Fflq4thpmQb10NzabMoEjdFntBEpFAofNT3zOoMcIj09MN4X42TCHNTPfCh37xd6KAq8%2FtAfWNk9CFYQ7zbiiPim%2F289ymdvEEWQiI8DAVeZn5%2BPLdDD2RBAqzoxjo8R8cBFrls4NpVaziGXC8Wmp%2FKCeDOFJZ%2FKQe2CvfKJpWrOyCvw%3D#detail,26760.5,其他,个人,其他,20-40
322,359.0,FRESH/馥蕾诗 唇膏 澄糖黄糖修护润唇膏口红孕妇可用 4.3g,149.0,327.0,上海,quickly_01,//item.taobao.com/item.htm?id=548800446164&ns=1&abbucket=13#detail,48723.0,其他,个人,其他,140-160
323,360.0,3只包邮顺丰 MAC 唇膏口红chilli/dubonnet/see sheer/brick-o-la,115.0,178.0,上海,热情的火鸟84121,//item.taobao.com/item.htm?id=24359956212&ns=1&abbucket=13#detail,20470.0,其他,个人,MAC/魅可,100-120
324,361.0,现货 NARS唇膏口红shirley/Morocco/mona/louise/do me baby/Jane,198.0,40.0,上海,一人疚mmm,//item.taobao.com/item.htm?id=554773488666&ns=1&abbucket=13#detail,7920.0,其他,个人,其他,180-200
325,362.0,现货Estee Lauder雅诗兰黛倾慕哑光口红杨幂同款 333干枫叶色,288.0,57.0,江苏 苏州,迷尚外贸小屋,//item.taobao.com/item.htm?id=562599402653&ns=1&abbucket=13#detail,16416.0,其他,个人,其他,280-300
